sql,number,DN:sum merge cost,CN:Request complete
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=3 and ck3=50 allow filtering;,30000,38335.0,          39499 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=3 and ck3=50 allow filtering;,30000,63616.0,          64822 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=3 and ck3=50 allow filtering;,30000,59778.0,          60853 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=3 and ck3=50 allow filtering;,30000,53297.0,          54312 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=3 and ck3=50 allow filtering;,30000,62735.0,          63732 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=3 and ck3=50 allow filtering;,30000,63049.0,          64096 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=3 and ck3=50 allow filtering;,30000,55373.0,          56447 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=3 and ck3=50 allow filtering;,30000,63908.0,          65096 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=3 and ck3=50 allow filtering;,30000,63725.0,          64843 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=3 and ck3=50 allow filtering;,30000,60072.0,          61167 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=3 and ck3=50 allow filtering;,30000,66067.0,          67121 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=3 and ck3=50 allow filtering;,30000,68031.0,          69428 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=3 and ck3=50 allow filtering;,30000,66281.0,          67342 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=3 and ck3=50 allow filtering;,30000,56277.0,          57253 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=3 and ck3=50 allow filtering;,30000,65496.0,          66573 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=3 and ck3=50 allow filtering;,30000,67977.0,          69089 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=3 and ck3=50 allow filtering;,30000,66298.0,          67326 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=4 and ck3=50 allow filtering;,40000,81780.0,         115992 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=4 and ck3=50 allow filtering;,40000,79237.0,          80319 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=4 and ck3=50 allow filtering;,40000,72482.0,          73612 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=4 and ck3=50 allow filtering;,40000,83565.0,          84708 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=4 and ck3=50 allow filtering;,40000,81322.0,          82483 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=4 and ck3=50 allow filtering;,40000,80516.0,          81659 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=4 and ck3=50 allow filtering;,40000,73292.0,          74462 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=4 and ck3=50 allow filtering;,40000,78035.0,          79134 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=4 and ck3=50 allow filtering;,40000,72190.0,          73297 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=4 and ck3=50 allow filtering;,40000,79893.0,          80978 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=4 and ck3=50 allow filtering;,40000,60476.0,          61571 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=4 and ck3=50 allow filtering;,40000,80998.0,          82151 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=4 and ck3=50 allow filtering;,40000,73495.0,          74576 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=4 and ck3=50 allow filtering;,40000,83676.0,          84800 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=4 and ck3=50 allow filtering;,40000,84821.0,          86084 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=4 and ck3=50 allow filtering;,40000,77257.0,          78379 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=4 and ck3=50 allow filtering;,40000,80695.0,          81992 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=4 and ck3=50 allow filtering;,40000,56607.0,          57692 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=4 and ck3=50 allow filtering;,40000,47255.0,          48256 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=4 and ck3=50 allow filtering;,40000,82180.0,          83393 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=4 and ck3=50 allow filtering;,40000,80429.0,          81480 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=4 and ck3=50 allow filtering;,40000,81097.0,          82123 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=4 and ck3=50 allow filtering;,40000,79643.0,          80824 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=4 and ck3=50 allow filtering;,40000,104073.0,         105354 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=4 and ck3=50 allow filtering;,40000,76933.0,          78022 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=5 and ck3=50 allow filtering;,50000,90995.0,          92175 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=5 and ck3=50 allow filtering;,50000,96462.0,          97684 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=5 and ck3=50 allow filtering;,50000,89995.0,          91066 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=5 and ck3=50 allow filtering;,50000,92964.0,          94081 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=5 and ck3=50 allow filtering;,50000,71848.0,          73019 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=5 and ck3=50 allow filtering;,50000,58759.0,          59914 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=5 and ck3=50 allow filtering;,50000,102319.0,         103499 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=5 and ck3=50 allow filtering;,50000,96872.0,          98051 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=5 and ck3=50 allow filtering;,50000,65180.0,          66257 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=5 and ck3=50 allow filtering;,50000,56961.0,          58069 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=5 and ck3=50 allow filtering;,50000,102137.0,         103246 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=5 and ck3=50 allow filtering;,50000,58549.0,          59655 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=5 and ck3=50 allow filtering;,50000,97832.0,          99084 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=5 and ck3=50 allow filtering;,50000,71711.0,          72869 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=5 and ck3=50 allow filtering;,50000,101843.0,         103029 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=5 and ck3=50 allow filtering;,50000,57708.0,          58801 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=5 and ck3=50 allow filtering;,50000,101326.0,         102485 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=5 and ck3=50 allow filtering;,50000,100512.0,         101552 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=5 and ck3=50 allow filtering;,50000,67651.0,          68701 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=5 and ck3=50 allow filtering;,50000,58674.0,          59664 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=5 and ck3=50 allow filtering;,50000,57668.0,          58707 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=5 and ck3=50 allow filtering;,50000,100966.0,         102038 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=5 and ck3=50 allow filtering;,50000,92359.0,          93471 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=5 and ck3=50 allow filtering;,50000,96363.0,          97427 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=5 and ck3=50 allow filtering;,50000,71608.0,          72762 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=6 and ck3=50 allow filtering;,60000,159840.0,         161037 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=6 and ck3=50 allow filtering;,60000,110351.0,         111470 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=6 and ck3=50 allow filtering;,60000,115462.0,         116524 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=6 and ck3=50 allow filtering;,60000,110817.0,         111973 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=6 and ck3=50 allow filtering;,60000,114984.0,         116116 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=6 and ck3=50 allow filtering;,60000,106275.0,         107608 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=6 and ck3=50 allow filtering;,60000,113523.0,         114720 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=6 and ck3=50 allow filtering;,60000,112677.0,         113819 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=6 and ck3=50 allow filtering;,60000,87648.0,          88697 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=6 and ck3=50 allow filtering;,60000,115988.0,         117026 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=6 and ck3=50 allow filtering;,60000,114925.0,         116068 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=6 and ck3=50 allow filtering;,60000,86398.0,          87496 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=6 and ck3=50 allow filtering;,60000,116269.0,         117461 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=6 and ck3=50 allow filtering;,60000,110967.0,         112074 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=6 and ck3=50 allow filtering;,60000,74594.0,          75785 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=6 and ck3=50 allow filtering;,60000,86978.0,          88130 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=6 and ck3=50 allow filtering;,60000,110199.0,         111349 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=6 and ck3=50 allow filtering;,60000,106458.0,         107608 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=6 and ck3=50 allow filtering;,60000,119499.0,         120662 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=6 and ck3=50 allow filtering;,60000,102207.0,         103426 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=6 and ck3=50 allow filtering;,60000,116413.0,         117665 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=6 and ck3=50 allow filtering;,60000,117031.0,         118293 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=6 and ck3=50 allow filtering;,60000,82692.0,          83964 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=6 and ck3=50 allow filtering;,60000,69356.0,          70599 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=6 and ck3=50 allow filtering;,60000,116081.0,         117392 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=7 and ck3=50 allow filtering;,70000,122977.0,         124028 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=7 and ck3=50 allow filtering;,70000,120124.0,         121433 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=7 and ck3=50 allow filtering;,70000,79950.0,          81099 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=7 and ck3=50 allow filtering;,70000,115145.0,         116326 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=7 and ck3=50 allow filtering;,70000,114519.0,         115675 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=7 and ck3=50 allow filtering;,70000,112684.0,         114006 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=7 and ck3=50 allow filtering;,70000,155034.0,         156226 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=7 and ck3=50 allow filtering;,70000,129821.0,         131132 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=7 and ck3=50 allow filtering;,70000,86325.0,          87324 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=7 and ck3=50 allow filtering;,70000,119043.0,         120026 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=7 and ck3=50 allow filtering;,70000,123635.0,         124716 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=7 and ck3=50 allow filtering;,70000,85391.0,          86450 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=7 and ck3=50 allow filtering;,70000,91701.0,          92723 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=7 and ck3=50 allow filtering;,70000,99911.0,         101101 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=7 and ck3=50 allow filtering;,70000,83448.0,          84627 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=7 and ck3=50 allow filtering;,70000,82216.0,         109742 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=7 and ck3=50 allow filtering;,70000,79716.0,          80956 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=7 and ck3=50 allow filtering;,70000,80180.0,          81300 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=7 and ck3=50 allow filtering;,70000,118905.0,         120071 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=7 and ck3=50 allow filtering;,70000,111450.0,         112627 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=7 and ck3=50 allow filtering;,70000,119531.0,         120813 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=7 and ck3=50 allow filtering;,70000,81520.0,          82734 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=7 and ck3=50 allow filtering;,70000,78208.0,          79402 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=7 and ck3=50 allow filtering;,70000,127964.0,         129190 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=7 and ck3=50 allow filtering;,70000,116115.0,         117337 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=8 and ck3=50 allow filtering;,80000,90795.0,          91903 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=8 and ck3=50 allow filtering;,80000,94401.0,          95508 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=8 and ck3=50 allow filtering;,80000,144033.0,         145112 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=8 and ck3=50 allow filtering;,80000,141223.0,         142495 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=8 and ck3=50 allow filtering;,80000,139056.0,         140366 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=8 and ck3=50 allow filtering;,80000,132254.0,         133459 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=8 and ck3=50 allow filtering;,80000,95293.0,          96412 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=8 and ck3=50 allow filtering;,80000,94974.0,          96014 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=8 and ck3=50 allow filtering;,80000,137852.0,         139085 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=8 and ck3=50 allow filtering;,80000,94341.0,          95434 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=8 and ck3=50 allow filtering;,80000,111905.0,         113072 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=8 and ck3=50 allow filtering;,80000,98421.0,          99591 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=8 and ck3=50 allow filtering;,80000,99198.0,         100306 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=8 and ck3=50 allow filtering;,80000,98728.0,          99885 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=8 and ck3=50 allow filtering;,80000,100840.0,         101983 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=8 and ck3=50 allow filtering;,80000,93028.0,          94190 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=8 and ck3=50 allow filtering;,80000,95371.0,          96461 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=8 and ck3=50 allow filtering;,80000,94105.0,          95210 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=8 and ck3=50 allow filtering;,80000,132762.0,         134015 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=8 and ck3=50 allow filtering;,80000,128113.0,         129246 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=8 and ck3=50 allow filtering;,80000,89856.0,          90953 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=8 and ck3=50 allow filtering;,80000,131819.0,         133044 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=8 and ck3=50 allow filtering;,80000,127661.0,         128906 
select count(*) from sirius.test1 where pkey=1 and ck2=50 and ck1>=1 and ck1<=8 and ck3=50 allow filtering;,80000,91573.0,          92680 
