sql,CN:Sending,CN:REQUEST_RESPONSE,DN:Key,DN:Merged,DN:Read,DN:Enqueuing,DN:Sending,CN:Request complete
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            220 ,           1504 ,            186 ,            755 ,            779 ,            790 ,            870 ,           1776 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            190 ,           1304 ,            128 ,            684 ,            711 ,            721 ,            760 ,           1540 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            231 ,           1345 ,            132 ,            654 ,            676 ,            684 ,            724 ,           1603 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            209 ,           1411 ,            177 ,            734 ,            764 ,            778 ,            826 ,           1671 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            203 ,           1457 ,            175 ,            790 ,            823 ,            835 ,            891 ,           1725 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            194 ,           1177 ,            106 ,            499 ,            518 ,            526 ,            603 ,           1394 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            180 ,           1084 ,             93 ,            449 ,            465 ,            472 ,            528 ,           1316 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            170 ,           1104 ,             93 ,            437 ,            454 ,            460 ,            531 ,           1269 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            163 ,           1328 ,            186 ,            726 ,            752 ,            763 ,            810 ,           1505 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            166 ,           1050 ,            118 ,            479 ,            494 ,            500 ,            534 ,           1230 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            166 ,           1119 ,             87 ,            487 ,            505 ,            512 ,            581 ,           1274 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            213 ,           1223 ,            122 ,            567 ,            584 ,            591 ,            648 ,           1441 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            214 ,           1107 ,            100 ,            512 ,            530 ,            537 ,            574 ,           1333 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            133 ,           1051 ,             99 ,            574 ,            590 ,            598 ,            632 ,           1255 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            211 ,           1368 ,            166 ,            714 ,            747 ,            759 ,            808 ,           1665 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            185 ,           1294 ,            171 ,            723 ,            749 ,            759 ,            804 ,           1555 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            245 ,           1206 ,            105 ,            523 ,            543 ,            550 ,            593 ,           1459 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            212 ,           1343 ,            167 ,            731 ,            763 ,            774 ,            824 ,           1647 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            185 ,           1480 ,            180 ,            750 ,            790 ,            802 ,            888 ,           1732 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            191 ,           1273 ,            114 ,            663 ,            685 ,            696 ,            743 ,           1455 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            185 ,           1409 ,            159 ,            755 ,            787 ,            800 ,            859 ,           1642 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            167 ,           1021 ,             94 ,            403 ,            419 ,            425 ,            462 ,           1199 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            215 ,           1039 ,             81 ,            386 ,            401 ,            406 ,            437 ,           1258 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            166 ,           1102 ,            122 ,            534 ,            548 ,            554 ,            586 ,           1269 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            155 ,           1463 ,            197 ,            853 ,            883 ,            895 ,            960 ,           1662 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            172 ,           1373 ,            131 ,            780 ,            815 ,            827 ,            870 ,           1541 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            158 ,           1249 ,            123 ,            718 ,            744 ,            755 ,            817 ,           1472 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            153 ,           1053 ,             92 ,            408 ,            422 ,            427 ,            470 ,           1303 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            180 ,           1531 ,            206 ,            824 ,            869 ,            890 ,            940 ,           1728 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            174 ,           1419 ,            174 ,            790 ,            823 ,            837 ,            883 ,           1585 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            182 ,           1311 ,            110 ,            650 ,            673 ,            684 ,            720 ,           1485 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            153 ,           1313 ,            123 ,            662 ,            688 ,            699 ,            737 ,           1494 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            177 ,           1272 ,            109 ,            662 ,            692 ,            702 ,            730 ,           1474 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            170 ,           1386 ,            176 ,            651 ,            677 ,            685 ,            722 ,           1634 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            199 ,           1392 ,            158 ,            769 ,            803 ,            816 ,            860 ,           1644 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            216 ,           1407 ,            172 ,            746 ,            771 ,            782 ,            834 ,           1653 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            165 ,           1434 ,            157 ,            774 ,            810 ,            824 ,            879 ,           1681 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            176 ,           1404 ,            120 ,            740 ,            773 ,            786 ,            847 ,           1642 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            160 ,           1468 ,            229 ,            844 ,            877 ,            890 ,            938 ,           1654 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            188 ,           1373 ,            135 ,            689 ,            712 ,            723 ,            804 ,           1568 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            142 ,           1309 ,            135 ,            723 ,            758 ,            771 ,            815 ,           1644 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            172 ,           1244 ,            140 ,            689 ,            711 ,            722 ,            776 ,           1438 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            203 ,           1296 ,            129 ,            675 ,            698 ,            709 ,            751 ,           1484 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            148 ,           1319 ,            129 ,            709 ,            738 ,            749 ,            825 ,           1535 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            175 ,           1257 ,            134 ,            644 ,            670 ,            680 ,            728 ,           1538 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            238 ,           1437 ,            124 ,            677 ,            696 ,            705 ,            752 ,           1663 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            198 ,           1319 ,            151 ,            736 ,            758 ,            775 ,            817 ,           1551 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            164 ,           1435 ,            183 ,            791 ,            816 ,            827 ,            869 ,           1623 
