sql,CN:Sending,CN:REQUEST_RESPONSE,DN:Key,DN:Merged,DN:Read,DN:Enqueuing,DN:Sending,CN:Request complete
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            291 ,           1248 ,            116 ,            582 ,            601 ,            610 ,            652 ,           1434 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            264 ,           1177 ,            105 ,            585 ,            603 ,            611 ,            657 ,           1294 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            292 ,           1484 ,            179 ,            749 ,            779 ,            791 ,            851 ,           1574 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            201 ,           1489 ,            205 ,            836 ,            870 ,            882 ,            927 ,           1611 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            379 ,           1544 ,            136 ,            671 ,            706 ,            718 ,            757 ,           1658 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            251 ,           1273 ,            117 ,            588 ,            612 ,            623 ,            669 ,           1378 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            266 ,           1289 ,            114 ,            632 ,            655 ,            665 ,            704 ,           1419 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            277 ,           1453 ,            226 ,            726 ,            754 ,            765 ,            847 ,           1605 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            232 ,           1342 ,            140 ,            639 ,            663 ,            675 ,            757 ,           1471 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            195 ,           1249 ,            138 ,            617 ,            650 ,            661 ,            708 ,           1389 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            246 ,           1374 ,            163 ,            653 ,            681 ,            692 ,            745 ,           1494 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            200 ,           1219 ,            154 ,            600 ,            628 ,            639 ,            710 ,           1342 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            256 ,           1369 ,            170 ,            632 ,            659 ,            670 ,            752 ,           1521 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            220 ,           1115 ,            130 ,            517 ,            541 ,            550 ,            600 ,           1214 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            209 ,           1173 ,            112 ,            520 ,            539 ,            548 ,            628 ,           1353 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            274 ,           1283 ,            113 ,            619 ,            638 ,            648 ,            694 ,           1416 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            215 ,           1271 ,            126 ,            601 ,            620 ,            628 ,            715 ,           1384 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            267 ,           1377 ,            157 ,            646 ,            670 ,            682 ,            772 ,           1483 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            207 ,           1160 ,             95 ,            576 ,            605 ,            616 ,            661 ,           1309 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            217 ,           1242 ,            164 ,            652 ,            674 ,            684 ,            730 ,           1350 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            204 ,           1285 ,            147 ,            691 ,            719 ,            731 ,            776 ,           1418 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            178 ,           1219 ,            159 ,            664 ,            695 ,            706 ,            746 ,           1335 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            255 ,           1314 ,            143 ,            666 ,            695 ,            707 ,            783 ,           1473 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            233 ,           1179 ,             85 ,            564 ,            587 ,            597 ,            687 ,           1339 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            185 ,           1417 ,            235 ,            786 ,            825 ,            841 ,            923 ,           1530 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            242 ,           1408 ,            145 ,            644 ,            681 ,            695 ,            738 ,           1590 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            177 ,           1258 ,            208 ,            711 ,            744 ,            757 ,            803 ,           1391 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            251 ,           1444 ,            242 ,            741 ,            772 ,            785 ,            832 ,           1635 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            231 ,           1242 ,            152 ,            644 ,            678 ,            692 ,            740 ,           1373 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            253 ,           1383 ,            185 ,            663 ,            688 ,            699 ,            773 ,           1532 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            227 ,           1413 ,            205 ,            764 ,            803 ,            817 ,            884 ,           1554 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            247 ,           1359 ,            136 ,            618 ,            641 ,            651 ,            713 ,           1463 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            246 ,           1501 ,            218 ,            781 ,            813 ,            831 ,            912 ,           1679 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            213 ,           1357 ,            162 ,            694 ,            725 ,            736 ,            821 ,           1473 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            226 ,           1254 ,            127 ,            645 ,            670 ,            681 ,            730 ,           1375 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            236 ,           1313 ,            124 ,            615 ,            635 ,            644 ,            723 ,           1440 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            217 ,           1188 ,            102 ,            598 ,            618 ,            627 ,            674 ,           1324 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            247 ,           1329 ,            167 ,            665 ,            687 ,            697 ,            744 ,           1434 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            235 ,           1337 ,            108 ,            646 ,            675 ,            685 ,            763 ,           1468 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            249 ,           1228 ,            114 ,            638 ,            659 ,            670 ,            726 ,           1350 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            251 ,           1197 ,            110 ,            627 ,            655 ,            665 ,            709 ,           1348 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            216 ,           1230 ,            135 ,            629 ,            650 ,            660 ,            712 ,           1340 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            218 ,           1257 ,            122 ,            637 ,            664 ,            674 ,            724 ,           1370 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            200 ,           1151 ,            114 ,            605 ,            630 ,            641 ,            692 ,           1265 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            237 ,           1427 ,            145 ,            692 ,            721 ,            733 ,            810 ,           1534 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            207 ,           1269 ,            119 ,            641 ,            665 ,            676 ,            759 ,           1370 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            253 ,           1347 ,            138 ,            604 ,            627 ,            636 ,            723 ,           1506 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            254 ,           1284 ,            143 ,            613 ,            634 ,            643 ,            683 ,           1410 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            245 ,           1237 ,            161 ,            598 ,            618 ,            626 ,            665 ,           1349 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            228 ,           1226 ,            154 ,            665 ,            685 ,            693 ,            732 ,           1368 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            424 ,           1333 ,            110 ,            552 ,            582 ,            591 ,            629 ,           1495 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            280 ,           1185 ,            140 ,            589 ,            615 ,            625 ,            662 ,           1300 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            279 ,           1311 ,            132 ,            576 ,            602 ,            610 ,            682 ,           1436 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            218 ,           1316 ,            152 ,            645 ,            671 ,            681 ,            726 ,           1509 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            206 ,           1144 ,            111 ,            573 ,            599 ,            607 ,            663 ,           1289 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            226 ,           1354 ,            157 ,            645 ,            670 ,            680 ,            757 ,           1487 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            290 ,           1329 ,            129 ,            608 ,            631 ,            641 ,            710 ,           1467 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            183 ,           1213 ,            152 ,            643 ,            671 ,            681 ,            720 ,           1312 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            219 ,           1474 ,            185 ,            699 ,            733 ,            746 ,            832 ,           1590 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            194 ,           1296 ,            154 ,            669 ,            701 ,            714 ,            792 ,           1430 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            206 ,           1314 ,            182 ,            674 ,            707 ,            720 ,            768 ,           1425 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            188 ,           1209 ,            142 ,            608 ,            630 ,            641 ,            720 ,           1307 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            209 ,           1193 ,             95 ,            548 ,            583 ,            599 ,            642 ,           1328 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            228 ,           1378 ,            156 ,            713 ,            745 ,            757 ,            809 ,           1509 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            211 ,           1221 ,            155 ,            658 ,            693 ,            705 ,            780 ,           1338 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            201 ,           1377 ,            162 ,            739 ,            769 ,            780 ,            831 ,           1559 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            217 ,           1353 ,            148 ,            706 ,            734 ,            745 ,            823 ,           1457 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            187 ,           1289 ,            128 ,            639 ,            663 ,            674 ,            747 ,           1380 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            187 ,           1248 ,            106 ,            618 ,            640 ,            650 ,            722 ,           1393 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            171 ,           1244 ,            113 ,            624 ,            650 ,            661 ,            737 ,           1382 
select * from test1 where pkey=1 and ck1=50 and ck2>=1 and ck2<=1 and ck3=50 allow filtering;,            221 ,           1258 ,            121 ,            590 ,            612 ,            622 ,            678 ,           1361 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            202 ,           1475 ,            248 ,            773 ,            814 ,            838 ,            898 ,           1754 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            218 ,           1391 ,            186 ,            743 ,            764 ,            774 ,            823 ,           1764 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            199 ,           1208 ,             99 ,            611 ,            638 ,            649 ,            699 ,           1517 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            253 ,           1421 ,            167 ,            697 ,            718 ,            728 ,            808 ,           1703 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            217 ,           1342 ,            122 ,            670 ,            702 ,            713 ,            759 ,           1631 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            231 ,           1324 ,            123 ,            664 ,            687 ,            697 ,            738 ,           1623 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            186 ,           1478 ,            136 ,            733 ,            758 ,            768 ,            857 ,           1723 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            188 ,           1549 ,            174 ,            849 ,            881 ,            894 ,            951 ,           1860 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            174 ,           1376 ,            113 ,            690 ,            714 ,            724 ,            771 ,           1664 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            181 ,           1516 ,            137 ,            828 ,            870 ,            882 ,            922 ,           1782 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            220 ,           1579 ,            208 ,            854 ,            894 ,            907 ,            956 ,           1869 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            243 ,           1318 ,            142 ,            660 ,            690 ,            701 ,            749 ,           1647 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            218 ,           1337 ,            134 ,            670 ,            694 ,            703 ,            751 ,           1589 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            214 ,           1466 ,            131 ,            743 ,            771 ,            783 ,            842 ,           1764 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            250 ,           1389 ,            123 ,            707 ,            729 ,            743 ,            789 ,           1719 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            243 ,           1384 ,            115 ,            713 ,            734 ,            743 ,            803 ,           1659 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            198 ,           1491 ,            191 ,            793 ,            825 ,            837 ,            887 ,           1803 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            239 ,           1348 ,            125 ,            653 ,            677 ,            687 ,            739 ,           1591 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            210 ,           1318 ,            190 ,            638 ,            662 ,            669 ,            706 ,           1604 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            244 ,           1382 ,            131 ,            711 ,            734 ,            745 ,            794 ,           1673 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            188 ,           1491 ,            218 ,            858 ,            894 ,            906 ,            947 ,           1736 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            200 ,           1454 ,            136 ,            737 ,            771 ,            782 ,            854 ,           1722 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            205 ,           1536 ,            200 ,            789 ,            821 ,            833 ,            905 ,           1821 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            202 ,           1385 ,            116 ,            703 ,            727 ,            737 ,            824 ,           1681 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            226 ,           1461 ,            142 ,            713 ,            744 ,            756 ,            807 ,           1729 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            209 ,           1463 ,            165 ,            821 ,            850 ,            862 ,            911 ,           1737 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            213 ,           4450 ,           3132 ,           3798 ,           3826 ,           3853 ,           3903 ,           4763 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            202 ,           1311 ,            117 ,            695 ,            726 ,            738 ,            784 ,           1560 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            224 ,           1356 ,            150 ,            687 ,            707 ,            717 ,            769 ,           1640 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            204 ,           1520 ,            181 ,            772 ,            800 ,            812 ,            898 ,           1823 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            213 ,           1304 ,             98 ,            629 ,            652 ,            661 ,            705 ,           1553 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            208 ,           1332 ,            131 ,            665 ,            700 ,            711 ,            750 ,           1577 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            179 ,           1266 ,            118 ,            665 ,            687 ,            696 ,            737 ,           1559 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            234 ,           1484 ,            149 ,            784 ,            810 ,            823 ,            888 ,           1847 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            253 ,           1541 ,            160 ,            756 ,            780 ,            791 ,            843 ,           1794 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            234 ,           1366 ,            130 ,            722 ,            743 ,            752 ,            796 ,           1626 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            272 ,           1465 ,            113 ,            663 ,            686 ,            696 ,            771 ,           1736 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            218 ,           1370 ,            111 ,            676 ,            704 ,            715 ,            755 ,           1623 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            237 ,           1506 ,            152 ,            756 ,            787 ,            805 ,            899 ,           1832 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            198 ,           1410 ,            184 ,            767 ,            799 ,            811 ,            852 ,           1644 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            202 ,           1374 ,            175 ,            753 ,            779 ,            791 ,            837 ,           1665 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            249 ,           1450 ,            151 ,            780 ,            807 ,            820 ,            870 ,           1823 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            228 ,           1374 ,            116 ,            726 ,            749 ,            760 ,            807 ,           1675 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            258 ,           1437 ,            160 ,            694 ,            718 ,            728 ,            796 ,           1680 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            227 ,           1327 ,            109 ,            690 ,            719 ,            730 ,            775 ,           1585 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            192 ,           1365 ,            160 ,            686 ,            714 ,            726 ,            803 ,           1774 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            230 ,           1478 ,            132 ,            761 ,            798 ,            811 ,            889 ,           1802 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            249 ,           1288 ,            112 ,            679 ,            711 ,            722 ,            762 ,           1577 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            192 ,           1399 ,            172 ,            710 ,            738 ,            748 ,            789 ,           1710 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            191 ,           1274 ,            176 ,            676 ,            702 ,            712 ,            750 ,           1541 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            246 ,           1412 ,            167 ,            754 ,            780 ,            791 ,            832 ,           1673 
select * from test1 where pkey=1 and ck1=50 and ck2=1 and ck3>=2 and ck3<=100 allow filtering;,            204 ,           1501 ,            249 ,            823 ,            855 ,            867 ,            947 ,           1781 
